classe,atributo,code,value,dominio
tra_eclusa,operacional,0,Desconhecido,operacional
tra_eclusa,operacional,1,Sim,operacional
tra_eclusa,operacional,2,Não,operacional
tra_edif_constr_aeroportuaria,geometriaaproximada,1,Sim,geometriaaproximada
tra_edif_constr_aeroportuaria,geometriaaproximada,2,Não,geometriaaproximada
tra_edif_constr_aeroportuaria,operacional,0,Desconhecido,operacional
tra_edif_constr_aeroportuaria,operacional,1,Sim,operacional
tra_edif_constr_aeroportuaria,operacional,2,Não,operacional
tra_edif_constr_aeroportuaria,situacaofisica,0,Desconhecida,situacaofisica
tra_edif_constr_aeroportuaria,situacaofisica,1,Abandonada,situacaofisica
tra_edif_constr_aeroportuaria,situacaofisica,2,Destruída,situacaofisica
tra_edif_constr_aeroportuaria,situacaofisica,3,Em Construção,situacaofisica
tra_edif_constr_aeroportuaria,situacaofisica,4,Planejada,situacaofisica
tra_edif_constr_aeroportuaria,situacaofisica,5,Construída,situacaofisica
tra_edif_constr_aeroportuaria,tipoedifaero,0,Desconhecido,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,15,Administrativa,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,26,Terminal de passageiros,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,27,Terminal de cargas,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,28,Torre de controle,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,29,Hangar,tipoedifaero
tra_edif_constr_aeroportuaria,tipoedifaero,99,Outros,tipoedifaero
tra_edif_constr_portuaria,geometriaaproximada,1,Sim,geometriaaproximada
tra_edif_constr_portuaria,geometriaaproximada,2,Não,geometriaaproximada
tra_edif_constr_portuaria,operacional,0,Desconhecido,operacional
tra_edif_constr_portuaria,operacional,1,Sim,operacional
tra_edif_constr_portuaria,operacional,2,Não,operacional
tra_edif_constr_portuaria,situacaofisica,0,Desconhecida,situacaofisica
tra_edif_constr_portuaria,situacaofisica,1,Abandonada,situacaofisica
tra_edif_constr_portuaria,situacaofisica,2,Destruída,situacaofisica
tra_edif_constr_portuaria,situacaofisica,3,Em Construção,situacaofisica
tra_edif_constr_portuaria,situacaofisica,4,Planejada,situacaofisica
tra_edif_constr_portuaria,situacaofisica,5,Construída,situacaofisica
tra_edif_constr_portuaria,tipoedifport,0,Desconhecido,tipoedifport
tra_edif_constr_portuaria,tipoedifport,15,Administrativa,tipoedifport
tra_edif_constr_portuaria,tipoedifport,26,Terminal de passageiros,tipoedifport
tra_edif_constr_portuaria,tipoedifport,27,Terminal de cargas,tipoedifport
tra_edif_constr_portuaria,tipoedifport,32,Armazém,tipoedifport
tra_edif_constr_portuaria,tipoedifport,33,Estaleiro,tipoedifport
tra_edif_constr_portuaria,tipoedifport,34,Dique de estaleiro,tipoedifport
tra_edif_constr_portuaria,tipoedifport,35,Rampa,tipoedifport
tra_edif_constr_portuaria,tipoedifport,36,Carreira,tipoedifport
tra_edif_constr_portuaria,tipoedifport,37,Terminal privativo,tipoedifport
tra_edif_constr_portuaria,tipoedifport,99,Outros,tipoedifport
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,0,Desconhecido,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,15,Administrativa,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,16,Estação ferroviária de passageiros,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,17,Estação metroviária,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,18,Terminal ferroviário de cargas,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,19,Terminal ferroviário de passageiros e cargas,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,20,Oficina de manutenção,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,funcaoedifmetroferrov,99,Outros,funcaoedifmetroferrov
tra_edif_metro_ferroviaria,geometriaaproximada,1,Sim,geometriaaproximada
tra_edif_metro_ferroviaria,geometriaaproximada,2,Não,geometriaaproximada
tra_edif_metro_ferroviaria,multimodal,0,Desconhecido,multimodal
tra_edif_metro_ferroviaria,multimodal,1,Sim,multimodal
tra_edif_metro_ferroviaria,multimodal,2,Não,multimodal
tra_edif_metro_ferroviaria,operacional,0,Desconhecido,operacional
tra_edif_metro_ferroviaria,operacional,1,Sim,operacional
tra_edif_metro_ferroviaria,operacional,2,Não,operacional
tra_edif_metro_ferroviaria,situacaofisica,0,Desconhecida,situacaofisica
tra_edif_metro_ferroviaria,situacaofisica,1,Abandonada,situacaofisica
tra_edif_metro_ferroviaria,situacaofisica,2,Destruída,situacaofisica
tra_edif_metro_ferroviaria,situacaofisica,3,Em Construção,situacaofisica
tra_edif_metro_ferroviaria,situacaofisica,4,Planejada,situacaofisica
tra_edif_metro_ferroviaria,situacaofisica,5,Construída,situacaofisica
tra_edif_rodoviaria,geometriaaproximada,1,Sim,geometriaaproximada
tra_edif_rodoviaria,geometriaaproximada,2,Não,geometriaaproximada
tra_galeria_bueiro,operacional,0,Desconhecido,operacional
tra_galeria_bueiro,operacional,1,Sim,operacional
tra_galeria_bueiro,operacional,2,Não,operacional
tra_edif_rodoviaria,operacional,0,Desconhecido,operacional
tra_edif_rodoviaria,operacional,1,Sim,operacional
tra_edif_rodoviaria,operacional,2,Não,operacional
tra_edif_rodoviaria,tipoedifrod,0,Desconhecido,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,8,Terminal interestadual,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,9,Terminal urbano,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,10,Parada interestadual,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,12,Posto de pesagem,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,13,Posto de pedágio,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,14,Posto de fiscalização,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,15,Administrativa,tipoedifrod
tra_edif_rodoviaria,tipoedifrod,99,Outros,tipoedifrod
tra_entroncamento,geometriaaproximada,1,Sim,geometriaaproximada
tra_entroncamento,geometriaaproximada,2,Não,geometriaaproximada
tra_entroncamento,tipoentroncamento,1,Cruzamento rodoviário,tipoentroncamento
tra_entroncamento,tipoentroncamento,2,Círculo rodoviário,tipoentroncamento
tra_entroncamento,tipoentroncamento,3,Trevo rodoviário,tipoentroncamento
tra_entroncamento,tipoentroncamento,4,Rótula,tipoentroncamento
tra_entroncamento,tipoentroncamento,5,Entroncamento ferroviário,tipoentroncamento
tra_entroncamento,tipoentroncamento,99,Outros,tipoentroncamento
tra_faixa_seguranca,geometriaaproximada,1,Sim,geometriaaproximada
tra_faixa_seguranca,geometriaaproximada,2,Não,geometriaaproximada
tra_fundeadouro,destinacaofundeadouro,0,Desconhecido,destinacaofundeadouro
tra_fundeadouro,destinacaofundeadouro,10,Fundeadouro recomendado sem limite definido,destinacaofundeadouro
tra_fundeadouro,destinacaofundeadouro,11,Fundeadouro com designação alfanumérica,destinacaofundeadouro
tra_fundeadouro,destinacaofundeadouro,12,Áreas de fundeio com limite definido,destinacaofundeadouro
tra_fundeadouro,destinacaofundeadouro,13,Áreas de fundeio proibido,destinacaofundeadouro
tra_fundeadouro,destinacaofundeadouro,99,Outros,destinacaofundeadouro
tra_fundeadouro,geometriaaproximada,1,Sim,geometriaaproximada
tra_fundeadouro,geometriaaproximada,2,Não,geometriaaproximada
tra_funicular,geometriaaproximada,1,Sim,geometriaaproximada
tra_funicular,geometriaaproximada,2,Não,geometriaaproximada
tra_funicular,operacional,0,Desconhecido,operacional
tra_funicular,operacional,1,Sim,operacional
tra_funicular,operacional,2,Não,operacional
tra_funicular,situacaofisica,0,Desconhecida,situacaofisica
tra_funicular,situacaofisica,1,Abandonada,situacaofisica
tra_funicular,situacaofisica,2,Destruída,situacaofisica
tra_funicular,situacaofisica,3,Em Construção,situacaofisica
tra_funicular,situacaofisica,4,Planejada,situacaofisica
tra_funicular,situacaofisica,5,Construída,situacaofisica
tra_galeria_bueiro,geometriaaproximada,1,Sim,geometriaaproximada
tra_galeria_bueiro,geometriaaproximada,2,Não,geometriaaproximada
tra_girador_ferroviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_girador_ferroviario,geometriaaproximada,2,Não,geometriaaproximada
tra_girador_ferroviario,operacional,0,Desconhecido,operacional
tra_girador_ferroviario,operacional,1,Sim,operacional
tra_girador_ferroviario,operacional,2,Não,operacional
tra_girador_ferroviario,situacaofisica,0,Desconhecida,situacaofisica
tra_girador_ferroviario,situacaofisica,1,Abandonada,situacaofisica
tra_girador_ferroviario,situacaofisica,2,Destruída,situacaofisica
tra_girador_ferroviario,situacaofisica,3,Em Construção,situacaofisica
tra_girador_ferroviario,situacaofisica,4,Planejada,situacaofisica
tra_girador_ferroviario,situacaofisica,5,Construída,situacaofisica
tra_local_critico,geometriaaproximada,1,Sim,geometriaaproximada
tra_local_critico,geometriaaproximada,2,Não,geometriaaproximada
tra_local_critico,tipolocalcrit,0,Desconhecido,tipolocalcrit
tra_local_critico,tipolocalcrit,1,Subestação de válvulas e/ou bombas,tipolocalcrit
tra_local_critico,tipolocalcrit,2,Risco geotécnico,tipolocalcrit
tra_local_critico,tipolocalcrit,3,Interferência com localidades,tipolocalcrit
tra_local_critico,tipolocalcrit,4,Interferência com hidrografia,tipolocalcrit
tra_local_critico,tipolocalcrit,5,Interferência com áreas especiais,tipolocalcrit
tra_local_critico,tipolocalcrit,6,Interferência com vias,tipolocalcrit
tra_local_critico,tipolocalcrit,7,Outras interferências,tipolocalcrit
tra_obstaculo_navegacao,geometriaaproximada,1,Sim,geometriaaproximada
tra_obstaculo_navegacao,geometriaaproximada,2,Não,geometriaaproximada
tra_obstaculo_navegacao,situacaoemagua,0,Desconhecido,situacaoemagua
tra_obstaculo_navegacao,situacaoemagua,4,Emerso,situacaoemagua
tra_obstaculo_navegacao,situacaoemagua,5,Submerso,situacaoemagua
tra_obstaculo_navegacao,situacaoemagua,7,Cobre e Descobre,situacaoemagua
tra_obstaculo_navegacao,tipoobst,4,Natural,tipoobst
tra_obstaculo_navegacao,tipoobst,5,Artificial,tipoobst
tra_passag_elevada_viaduto,geometriaaproximada,1,Sim,geometriaaproximada
tra_passag_elevada_viaduto,geometriaaproximada,2,Não,geometriaaproximada
tra_passag_elevada_viaduto,operacional,0,Desconhecido,operacional
tra_passag_elevada_viaduto,operacional,1,Sim,operacional
tra_passag_elevada_viaduto,operacional,2,Não,operacional
tra_passag_elevada_viaduto,posicaopista,0,Desconhecida,posicaopista
tra_passag_elevada_viaduto,posicaopista,12,Adjacentes,posicaopista
tra_passag_elevada_viaduto,posicaopista,13,Superpostas,posicaopista
tra_passag_elevada_viaduto,posicaopista,97,Não Aplicável,posicaopista
tra_passag_elevada_viaduto,situacaofisica,0,Desconhecida,situacaofisica
tra_passag_elevada_viaduto,situacaofisica,1,Abandonada,situacaofisica
tra_passag_elevada_viaduto,situacaofisica,2,Destruída,situacaofisica
tra_passag_elevada_viaduto,situacaofisica,3,Em Construção,situacaofisica
tra_passag_elevada_viaduto,situacaofisica,4,Planejada,situacaofisica
tra_passag_elevada_viaduto,situacaofisica,5,Construída,situacaofisica
tra_passag_elevada_viaduto,tipopassagviad,5,Passagem elevada,tipopassagviad
tra_passag_elevada_viaduto,tipopassagviad,6,Viaduto,tipopassagviad
tra_passagem_nivel,geometriaaproximada,1,Sim,geometriaaproximada
tra_passagem_nivel,geometriaaproximada,2,Não,geometriaaproximada
tra_patio,geometriaaproximada,1,Sim,geometriaaproximada
tra_patio,geometriaaproximada,2,Não,geometriaaproximada
tra_patio,operacional,0,Desconhecido,operacional
tra_patio,operacional,1,Sim,operacional
tra_patio,operacional,2,Não,operacional
tra_patio,situacaofisica,0,Desconhecida,situacaofisica
tra_patio,situacaofisica,1,Abandonada,situacaofisica
tra_patio,situacaofisica,2,Destruída,situacaofisica
tra_patio,situacaofisica,3,Em Construção,situacaofisica
tra_patio,situacaofisica,4,Planejada,situacaofisica
tra_patio,situacaofisica,5,Construída,situacaofisica
tra_pista_ponto_pouso,geometriaaproximada,1,Sim,geometriaaproximada
tra_pista_ponto_pouso,geometriaaproximada,2,Não,geometriaaproximada
tra_pista_ponto_pouso,homologacao,0,Desconhecido,homologacao
tra_pista_ponto_pouso,homologacao,1,Sim,homologacao
tra_pista_ponto_pouso,homologacao,2,Não,homologacao
tra_pista_ponto_pouso,operacional,0,Desconhecido,operacional
tra_pista_ponto_pouso,operacional,1,Sim,operacional
tra_pista_ponto_pouso,operacional,2,Não,operacional
tra_pista_ponto_pouso,revestimento,0,Desconhecido,revestimento
tra_pista_ponto_pouso,revestimento,1,Leito natural,revestimento
tra_pista_ponto_pouso,revestimento,2,Revestimento primário,revestimento
tra_pista_ponto_pouso,revestimento,3,Pavimentado,revestimento
tra_pista_ponto_pouso,revestimento,4,Calçado,revestimento
tra_pista_ponto_pouso,situacaofisica,0,Desconhecida,situacaofisica
tra_pista_ponto_pouso,situacaofisica,1,Abandonada,situacaofisica
tra_pista_ponto_pouso,situacaofisica,2,Destruída,situacaofisica
tra_pista_ponto_pouso,situacaofisica,3,Em Construção,situacaofisica
tra_pista_ponto_pouso,situacaofisica,4,Planejada,situacaofisica
tra_pista_ponto_pouso,situacaofisica,5,Construída,situacaofisica
tra_pista_ponto_pouso,usopista,0,Desconhecido,usopista
tra_pista_ponto_pouso,usopista,6,Particular,usopista
tra_pista_ponto_pouso,usopista,11,Público,usopista
tra_pista_ponto_pouso,usopista,12,Militar,usopista
tra_pista_ponto_pouso,usopista,13,Público/Militar,usopista
tra_ponte,geometriaaproximada,1,Sim,geometriaaproximada
tra_ponte,geometriaaproximada,2,Não,geometriaaproximada
tra_ponte,operacional,0,Desconhecido,operacional
tra_ponte,operacional,1,Sim,operacional
tra_ponte,operacional,2,Não,operacional
tra_ponte,posicaopista,0,Desconhecida,posicaopista
tra_ponte,posicaopista,12,Adjacentes,posicaopista
tra_ponte,posicaopista,13,Superpostas,posicaopista
tra_ponte,posicaopista,97,Não Aplicável,posicaopista
tra_ponte,situacaofisica,0,Desconhecida,situacaofisica
tra_ponte,situacaofisica,1,Abandonada,situacaofisica
tra_ponte,situacaofisica,2,Destruída,situacaofisica
tra_ponte,situacaofisica,3,Em Construção,situacaofisica
tra_ponte,situacaofisica,4,Planejada,situacaofisica
tra_ponte,situacaofisica,5,Construída,situacaofisica
tra_ponte,tipoponte,0,Desconhecido,tipoponte
tra_ponte,tipoponte,1,Móvel,tipoponte
tra_ponte,tipoponte,2,Pênsil,tipoponte
tra_ponte,tipoponte,3,Fixa,tipoponte
tra_ponto_duto,geometriaaproximada,1,Sim,geometriaaproximada
tra_ponto_duto,geometriaaproximada,2,Não,geometriaaproximada
tra_ponto_duto,relacionado,1,Ponto inicial,relacionado_dut
tra_ponto_duto,relacionado,2,Ponto final,relacionado_dut
tra_ponto_duto,relacionado,3,Local crítico,relacionado_dut
tra_ponto_duto,relacionado,4,Depósito geral,relacionado_dut
tra_ponto_duto,relacionado,5,Ponto de ramificação,relacionado_dut
tra_ponto_duto,relacionado,17,Interrupção com a Moldura,relacionado_dut
tra_ponto_ferroviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_ponto_ferroviario,geometriaaproximada,2,Não,geometriaaproximada
tra_ponto_ferroviario,relacionado,1,Túnel,relacionado_fer
tra_ponto_ferroviario,relacionado,2,Passagem elevada ou viaduto,relacionado_fer
tra_ponto_ferroviario,relacionado,3,Ponte,relacionado_fer
tra_ponto_ferroviario,relacionado,4,Travessia,relacionado_fer
tra_ponto_ferroviario,relacionado,5,Edificação rodoviária,relacionado_fer
tra_ponto_ferroviario,relacionado,6,Galeria ou bueiro,relacionado_fer
tra_ponto_ferroviario,relacionado,7,Mudança de atributo,relacionado_fer
tra_ponto_ferroviario,relacionado,8,Entroncamento,relacionado_fer
tra_ponto_ferroviario,relacionado,9,Início ou fim de trecho,relacionado_fer
tra_ponto_ferroviario,relacionado,10,Edificação Metro Ferroviária,relacionado_fer
tra_ponto_ferroviario,relacionado,11,Localidade,relacionado_fer
tra_ponto_ferroviario,relacionado,12,Patio,relacionado_fer
tra_ponto_ferroviario,relacionado,13,Passagem de nível,relacionado_fer
tra_ponto_ferroviario,relacionado,17,Interrupção com a Moldura,relacionado_fer
tra_ponto_ferroviario,relacionado,19,Barragem,relacionado_fer
tra_ponto_hidroviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_ponto_hidroviario,geometriaaproximada,2,Não,geometriaaproximada
tra_ponto_hidroviario,relacionado,12,Queda dágua,relacionado_hdr
tra_ponto_hidroviario,relacionado,13,Corredeira,relacionado_hdr
tra_ponto_hidroviario,relacionado,14,Eclusa,relacionado_hdr
tra_ponto_hidroviario,relacionado,16,Foz marítima,relacionado_hdr
tra_ponto_hidroviario,relacionado,17,Interrupção com a Moldura,relacionado_hdr
tra_ponto_hidroviario,relacionado,19,Barragem,relacionado_hdr
tra_ponto_hidroviario,relacionado,21,Confluência,relacionado_hdr
tra_ponto_hidroviario,relacionado,22,Complexo portuário,relacionado_hdr
tra_ponto_hidroviario,relacionado,23,Entre trechos hidroviários,relacionado_hdr
tra_ponto_hidroviario,relacionado,24,Atracadouro,relacionado_hdr
tra_ponto_rodoviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_ponto_rodoviario,geometriaaproximada,2,Não,geometriaaproximada
tra_ponto_rodoviario,relacionado,1,Túnel,relacionado_rod
tra_ponto_rodoviario,relacionado,2,Passagem elevada ou viaduto,relacionado_rod
tra_ponto_rodoviario,relacionado,3,Ponte,relacionado_rod
tra_ponto_rodoviario,relacionado,4,Travessia,relacionado_rod
tra_ponto_rodoviario,relacionado,5,Edificação rodoviária,relacionado_rod
tra_ponto_rodoviario,relacionado,6,Galeria ou bueiro,relacionado_rod
tra_ponto_rodoviario,relacionado,7,Mudança de atributo,relacionado_rod
tra_ponto_rodoviario,relacionado,8,Entroncamento,relacionado_rod
tra_ponto_rodoviario,relacionado,9,Início ou fim de trecho,relacionado_rod
tra_ponto_rodoviario,relacionado,10,Edificação Metro Ferroviária,relacionado_rod
tra_ponto_rodoviario,relacionado,11,Localidade,relacionado_rod
tra_ponto_rodoviario,relacionado,12,Patio,relacionado_rod
tra_ponto_rodoviario,relacionado,13,Passagem de nível,relacionado_rod
tra_ponto_rodoviario,relacionado,17,Interrupção com a Moldura,relacionado_rod
tra_ponto_rodoviario,relacionado,19,Barragem,relacionado_rod
tra_posto_combustivel,geometriaaproximada,1,Sim,geometriaaproximada
tra_posto_combustivel,geometriaaproximada,2,Não,geometriaaproximada
tra_posto_combustivel,operacional,0,Desconhecido,operacional
tra_posto_combustivel,operacional,1,Sim,operacional
tra_posto_combustivel,operacional,2,Não,operacional
tra_sinalizacao,geometriaaproximada,1,Sim,geometriaaproximada
tra_sinalizacao,geometriaaproximada,2,Não,geometriaaproximada
tra_sinalizacao,operacional,0,Desconhecido,operacional
tra_sinalizacao,operacional,1,Sim,operacional
tra_sinalizacao,operacional,2,Não,operacional
tra_sinalizacao,situacaofisica,0,Desconhecida,situacaofisica
tra_sinalizacao,situacaofisica,1,Abandonada,situacaofisica
tra_sinalizacao,situacaofisica,2,Destruída,situacaofisica
tra_sinalizacao,situacaofisica,3,Em Construção,situacaofisica
tra_sinalizacao,situacaofisica,4,Planejada,situacaofisica
tra_sinalizacao,situacaofisica,5,Construída,situacaofisica
tra_sinalizacao,tiposinal,0,Desconhecido,tiposinal
tra_sinalizacao,tiposinal,1,Bóia luminosa,tiposinal
tra_sinalizacao,tiposinal,2,Bóia cega,tiposinal
tra_sinalizacao,tiposinal,3,Bóia de amarração,tiposinal
tra_sinalizacao,tiposinal,4,Farol ou farolete,tiposinal
tra_sinalizacao,tiposinal,5,Barca farol,tiposinal
tra_sinalizacao,tiposinal,6,Sinalização de margem,tiposinal
tra_travessia,geometriaaproximada,1,Sim,geometriaaproximada
tra_travessia,geometriaaproximada,2,Não,geometriaaproximada
tra_travessia,tipotravessia,0,Desconhecida,tipotravessia
tra_travessia,tipotravessia,1,Vau natural,tipotravessia
tra_travessia,tipotravessia,2,Vau construída,tipotravessia
tra_travessia,tipotravessia,3,Bote transportador,tipotravessia
tra_travessia,tipotravessia,4,Balsa,tipotravessia
tra_travessia_pedestre,geometriaaproximada,1,Sim,geometriaaproximada
tra_travessia_pedestre,geometriaaproximada,2,Não,geometriaaproximada
tra_travessia_pedestre,operacional,0,Desconhecido,operacional
tra_travessia_pedestre,operacional,1,Sim,operacional
tra_travessia_pedestre,operacional,2,Não,operacional
tra_travessia_pedestre,tipotravessiaped,0,Desconhecida,tipotravessiaped
tra_travessia_pedestre,tipotravessiaped,7,Passagem subterrânea,tipotravessiaped
tra_travessia_pedestre,tipotravessiaped,8,Passarela,tipotravessiaped
tra_travessia_pedestre,tipotravessiaped,9,Pinguela,tipotravessiaped
tra_trecho_duto,geometriaaproximada,1,Sim,geometriaaproximada
tra_trecho_duto,geometriaaproximada,2,Não,geometriaaproximada
tra_trecho_duto,mattransp,0,Desconhecido,mattransp
tra_trecho_duto,mattransp,1,Água,mattransp
tra_trecho_duto,mattransp,2,Óleo,mattransp
tra_trecho_duto,mattransp,3,Petróleo,mattransp
tra_trecho_duto,mattransp,4,Nafta,mattransp
tra_trecho_duto,mattransp,5,Gás,mattransp
tra_trecho_duto,mattransp,6,Grãos,mattransp
tra_trecho_duto,mattransp,7,Minério,mattransp
tra_trecho_duto,mattransp,8,Efluentes,mattransp
tra_trecho_duto,mattransp,9,Esgoto,mattransp
tra_trecho_duto,mattransp,29,Gasolina,mattransp
tra_trecho_duto,mattransp,30,Álcool,mattransp
tra_trecho_duto,mattransp,31,Querosene,mattransp
tra_trecho_duto,mattransp,99,Outros,mattransp
tra_trecho_duto,operacional,0,Desconhecido,operacional
tra_trecho_duto,operacional,1,Sim,operacional
tra_trecho_duto,operacional,2,Não,operacional
tra_trecho_duto,posicaorelativa,0,Desconhecida,posicaorelativa
tra_trecho_duto,posicaorelativa,2,Superfície,posicaorelativa
tra_trecho_duto,posicaorelativa,3,Elevado,posicaorelativa
tra_trecho_duto,posicaorelativa,4,Emerso,posicaorelativa
tra_trecho_duto,posicaorelativa,5,Submerso,posicaorelativa
tra_trecho_duto,posicaorelativa,6,Subterrâneo,posicaorelativa
tra_trecho_duto,setor,0,Desconhecido,setor
tra_trecho_duto,setor,1,Energético,setor
tra_trecho_duto,setor,2,Econômico,setor
tra_trecho_duto,setor,3,Abastecimento de água,setor
tra_trecho_duto,setor,4,Saneamento básico,setor
tra_trecho_duto,situacaoespacial,12,Adjacentes,situacaoespacial
tra_trecho_duto,situacaoespacial,13,Superpostos,situacaoespacial
tra_trecho_duto,situacaoespacial,99,Outros,situacaoespacial
tra_trecho_duto,tipotrechoduto,0,Desconhecido,tipotrechoduto
tra_trecho_duto,tipotrechoduto,1,Duto,tipotrechoduto
tra_trecho_duto,tipotrechoduto,2,Calha,tipotrechoduto
tra_trecho_duto,tipotrechoduto,3,Correia transportadora,tipotrechoduto
tra_trecho_ferroviario,bitola,0,Desconhecido,bitola
tra_trecho_ferroviario,bitola,1,Métrica,bitola
tra_trecho_ferroviario,bitola,2,Internacional,bitola
tra_trecho_ferroviario,bitola,3,Larga,bitola
tra_trecho_ferroviario,bitola,4,Mista Métrica Internacional,bitola
tra_trecho_ferroviario,bitola,5,Mista Métrica Larga,bitola
tra_trecho_ferroviario,bitola,6,Mista Internacional Larga,bitola
tra_trecho_ferroviario,eletrificada,0,Desconhecido,eletrificada
tra_trecho_ferroviario,eletrificada,1,Sim,eletrificada
tra_trecho_ferroviario,eletrificada,2,Não,eletrificada
tra_trecho_ferroviario,emarruamento,0,Desconhecido,emarruamento
tra_trecho_ferroviario,emarruamento,1,Sim,emarruamento
tra_trecho_ferroviario,emarruamento,2,Não,emarruamento
tra_trecho_ferroviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_trecho_ferroviario,geometriaaproximada,2,Não,geometriaaproximada
tra_trecho_ferroviario,nrlinhas,0,Desconhecido,nrlinhas
tra_trecho_ferroviario,nrlinhas,1,Simples,nrlinhas
tra_trecho_ferroviario,nrlinhas,2,Dupla,nrlinhas
tra_trecho_ferroviario,nrlinhas,3,Múltipla,nrlinhas
tra_trecho_ferroviario,operacional,0,Desconhecido,operacional
tra_trecho_ferroviario,operacional,1,Sim,operacional
tra_trecho_ferroviario,operacional,2,Não,operacional
tra_trecho_ferroviario,situacaofisica,0,Desconhecida,situacaofisica
tra_trecho_ferroviario,situacaofisica,1,Abandonada,situacaofisica
tra_trecho_ferroviario,situacaofisica,2,Destruída,situacaofisica
tra_trecho_ferroviario,situacaofisica,3,Em Construção,situacaofisica
tra_trecho_ferroviario,situacaofisica,4,Planejada,situacaofisica
tra_trecho_ferroviario,situacaofisica,5,Construída,situacaofisica
tra_trecho_ferroviario,tipotrechoferrov,0,Desconhecido,tipotrechoferrov
tra_trecho_ferroviario,tipotrechoferrov,5,Bonde,tipotrechoferrov
tra_trecho_ferroviario,tipotrechoferrov,6,Aeromóvel,tipotrechoferrov
tra_trecho_ferroviario,tipotrechoferrov,7,Ferrovia,tipotrechoferrov
tra_trecho_ferroviario,tipotrechoferrov,8,Metrovia,tipotrechoferrov
tra_trecho_hidroviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_trecho_hidroviario,geometriaaproximada,2,Não,geometriaaproximada
tra_trecho_hidroviario,operacional,0,Desconhecido,operacional
tra_trecho_hidroviario,operacional,1,Sim,operacional
tra_trecho_hidroviario,operacional,2,Não,operacional
tra_trecho_hidroviario,situacaofisica,0,Desconhecida,situacaofisica
tra_trecho_hidroviario,situacaofisica,1,Abandonada,situacaofisica
tra_trecho_hidroviario,situacaofisica,2,Destruída,situacaofisica
tra_trecho_hidroviario,situacaofisica,3,Em Construção,situacaofisica
tra_trecho_hidroviario,situacaofisica,4,Planejada,situacaofisica
tra_trecho_hidroviario,situacaofisica,5,Construída,situacaofisica
tra_trecho_rodoviario,canteirodivisorio,1,Sim,canteirodivisorio
tra_trecho_rodoviario,canteirodivisorio,2,Não,canteirodivisorio
tra_trecho_rodoviario,geometriaaproximada,1,Sim,geometriaaproximada
tra_trecho_rodoviario,geometriaaproximada,2,Não,geometriaaproximada
tra_trecho_rodoviario,operacional,0,Desconhecido,operacional
tra_trecho_rodoviario,operacional,1,Sim,operacional
tra_trecho_rodoviario,operacional,2,Não,operacional
tra_trecho_rodoviario,revestimento,0,Desconhecido,revestimento
tra_trecho_rodoviario,revestimento,1,Leito natural,revestimento
tra_trecho_rodoviario,revestimento,2,Revestimento primário,revestimento
tra_trecho_rodoviario,revestimento,3,Pavimentado,revestimento
tra_trecho_rodoviario,revestimento,4,Calçado,revestimento
tra_trecho_rodoviario,situacaofisica,0,Desconhecida,situacaofisica
tra_trecho_rodoviario,situacaofisica,1,Abandonada,situacaofisica
tra_trecho_rodoviario,situacaofisica,2,Destruída,situacaofisica
tra_trecho_rodoviario,situacaofisica,3,Em Construção,situacaofisica
tra_trecho_rodoviario,situacaofisica,4,Planejada,situacaofisica
tra_trecho_rodoviario,situacaofisica,5,Construída,situacaofisica
tra_trecho_rodoviario,tipotrechorod,1,Acesso,tipotrechorod
tra_trecho_rodoviario,tipotrechorod,2,Rodovia,tipotrechorod
tra_trecho_rodoviario,tipotrechorod,3,Caminho carroçável,tipotrechorod
tra_trecho_rodoviario,tipotrechorod,4,Auto-estrada,tipotrechorod
tra_trecho_rodoviario,trafego,0,Desconhecido,trafego
tra_trecho_rodoviario,trafego,1,Permanente,trafego
tra_trecho_rodoviario,trafego,2,Periódico,trafego
